525000,-22.914622,-43.21105,2,NA,90,1,NA,1535384696949,"apart","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-2-quartos-praca-da-bandeira-zona-norte-rio-de-janeiro-com-garagem-90m2-venda-RS525000-id-79039131%2F%2F4"
265000,-22.8741791,-43.2668062,3,NA,59,NA,NA,1534854277126,"apart","sell","https%3A%2F%2Fwww.agenteimovel.com.br%2Fimovel%2Fa-venda%2Fdel-castilho%2Frj%2F6860297.htm%2F4"
6500,-22.98646,-43.219096,3,NA,180,2,NA,1535734869348,"apart","rent","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-3-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-180m2-aluguel-RS6500-id-94134525%2F%23contato%2F4"
3490000,-22.9708772,-43.2173692,4,1,182,2,1,1535424242379,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-a-venda-na-lagoa-2928383139.html%23map%2F4"
2530000,-22.985362,-43.226553,3,NA,130,1,NA,1535107053208,"apart","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-3-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-130m2-venda-RS2530000-id-77221686%2F%2F4"
960000,-22.9761716,-43.2272912,3,NA,85,NA,NA,1535597787940,"apart","sell","https%3A%2F%2Fwww.agenteimovel.com.br%2Fimovel%2Fa-venda%2Frua-general-rabelo%2Fgavea%2Frj%2F7294954.htm%2F4"
3900000,-22.975161,-43.2294488,4,2,224,1,1,1535584011778,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-a-venda-em-gavea-2923584478.html%2F4"
1350000,-22.9890183,-43.3551536,3,4,156,3,2,1535276643188,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-para-venda-e-aluguel-peninsula-barra-2935933227.html%2F4"
900000,-23.0304696,-43.4790101,3,3,128,1,1,1534703748139,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-a-venda-no-recreio-dos-bandeirantes-2934537285.html%3Flabs%3DI-27-i-i-removeTipoCategoria-%26amp%3Blabs_source%3DRecomendados_ficha_propiedad_desktop%26amp%3Buserid%3D0%2F4"
190000,-22.9189375,-43.3648447,1,1,48,1,NA,1534893756478,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-a-venda-taquara-rio-de-janeiro-2938339381.html%23map%2F4"
2400000,-23.0243429,-43.493766,3,4,370,3,3,1535263860482,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-a-venda-no-recreio-dos-bandeirantes-2934536543.html%2F4"
439000,-22.849045,-43.2634074,2,2,61,1,1,1535356038431,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fseleto-residencial-olaria-2928185650.html%3Flabs%3DI-27-i-i-removeTipoCategoria-%26amp%3Blabs_source%3DRecomendados_ficha_propiedad_desktop%26amp%3Buserid%3D0%2F4"
650000,-22.9446204,-43.2604614,3,NA,350,2,NA,1535269187397,"house","sell","https%3A%2F%2Fwww.agenteimovel.com.br%2Fimovel%2Fa-venda%2Frua-rocha-miranda%2Ftijuca%2Frj%2F7450950.htm%2F4"
4200000,-22.9869006,-43.2307313,4,NA,220,2,NA,1535159280496,"apart","sell","https%3A%2F%2Fwww.agenteimovel.com.br%2Fimovel%2Fa-venda%2Frua-igarapava%2Fleblon%2Frj%2F7382336.htm%2F4"
709800,-23.0032813,-43.484319,4,5,118,2,4,1534966285057,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fdamai-apartamento-de-4-quartos-com-suites-no-recreio-2930523254.html%2F4"
329000,-22.9301317,-43.3488446,2,2,52,1,1,1535269455566,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-2-quartos-em-jacarepagua-com-fluxo-de-2938952149.html%23map%2F4"
4100000,-22.9695324,-43.1814726,4,1,244,1,1,1535595076243,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-a-venda-em-copacabana-2935216105.html%23map%2F4"
6500,-22.9695777893,-43.1815414429,4,NA,150,NA,NA,1535438737205,"apart","rent","https%3A%2F%2Fwww.lugarcerto.com.br%2Fimovel%2Fapartamento-3-quartos-copacabana-rio-de-janeiro-150m2-aluguel-rs6500-id-340643055%23%2F4"
4000,-22.973016,-43.2262551,3,1,80,1,1,1535641162984,"apart","rent","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-todo-indevassado-com-vista-livre-sol-2937794670.html%23map%2F4"
750000,-22.9408005,-43.1917308,3,NA,87,1,NA,1534740287760,"apart","sell","https%3A%2F%2Fwww.agenteimovel.com.br%2Fimovel%2Fa-venda%2Frua-general-glicerio%2Flaranjeiras%2Frj%2F7525616.htm%2F4"
7500,-22.959086733,-43.205049133,4,4,190,2,1,1535567591012,"apart","rent","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-para-aluguel-no-jardim-botanico-2936055831.html%2F4"
340000,-22.9308805,-43.1897108,2,NA,50,NA,NA,1534907317360,"apart","sell","https%3A%2F%2Fwww.agenteimovel.com.br%2Fimovel%2Fa-venda%2Frua-pereira-da-silva%2Flaranjeiras%2Frj%2F7187343.htm%2F4"
235000,-22.8797215,-43.3238764,1,1,50,1,NA,1535646261179,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-cascadura-2935877129.html%2F4"
500000,-22.927005,-43.376652,3,NA,80,1,NA,1535534210112,"apart","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-3-quartos-taquara-zona-oeste-rio-de-janeiro-com-garagem-80m2-venda-RS500000-id-74604778%2F%2F4"
4800,-22.98313,-43.205483,3,NA,127,1,NA,1535567850135,"apart","rent","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-127m2-aluguel-RS4800-id-1039694409%2F%2F4"
1300,-22.92473,-43.2430645,2,1,60,1,NA,1534875720012,"apart","rent","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-para-aluguel-na-tijuca-2937925791.html%2F4"
900000,-22.982032,-43.205896,3,NA,134,1,NA,1534967874140,"apart","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-134m2-venda-RS930000-id-86689689%2F%23map%2F4"
440000,-22.9146103,-43.2501762,3,NA,80,1,NA,1535693459197,"apart","sell","https%3A%2F%2Fwww.agenteimovel.com.br%2Fimovel%2Fa-venda%2Frua-torres-homem%2Fvila-isabel%2Frj%2F7532129.htm%2F4"
